code,name,sector,price,per,eps,pbr,bps,dividendYield
030350,드래곤플라이,관리종목(소속부없음),,,,,,
203650,드림시큐리티,중견기업부,,,,,,
223250,드림씨아이에스,벤처기업부,,,,,,
060570,드림어스컴퍼니,중견기업부,,,,,,
362990,드림인사이트,벤처기업부,,,,,,
192650,드림텍,,,,,,,
016670,디모아,중견기업부,,,,,,
187870,디바이스,우량기업부,,,,,,
489730,디비금융제13호스팩,SPAC(소속부없음),,,,,,
0004Y0,디비금융제14호스팩,SPAC(소속부없음),,,,,,
024090,디씨엠,,,,,,,
003160,디아이,,,,,,,
092200,디아이씨,,,,,,,
110990,디아이티,우량기업부,,,,,,
263690,디알젬,우량기업부,,,,,,
214680,디알텍,벤처기업부,,,,,,
347850,디앤디파마텍,기술성장기업부,,,,,,
377190,디앤디플랫폼리츠,,,,,,,
263720,디앤씨미디어,우량기업부,,,,,,
376300,디어유,우량기업부,,,,,,
104040,디에스엠,벤처기업부,,,,,,
109740,디에스케이,벤처기업부,,,,,,
031860,디에이치엑스컴퍼니,관리종목(소속부없음),,,,,,
196490,디에이테크놀로지,투자주의환기종목(소속부없음),,,,,,
066900,디에이피,관리종목(소속부없음),,,,,,
092070,디엔에프,중견기업부,,,,,,
039840,디오,중견기업부,,,,,,
013570,디와이,,,,,,,
024900,디와이덕양,,,,,,,
219550,디와이디,관리종목(소속부없음),,,,,,
310870,디와이씨,벤처기업부,,,,,,
002880,디와이에이,,,,,,,
210540,디와이파워,,,,,,,
104460,디와이피엔에프,우량기업부,,,,,,
113810,디젠스,중견기업부,,,,,,
043360,디지아이,벤처기업부,,,,,,
197140,디지캡,벤처기업부,,,,,,
068930,디지털대성,우량기업부,,,,,,
033130,디지틀조선,중견기업부,,,,,,
105740,디케이락,우량기업부,,,,,,
263020,디케이앤디,벤처기업부,,,,,,
290550,디케이티,우량기업부,,,,,,
066670,디티씨,중견기업부,,,,,,
187220,디티앤씨,중견기업부,,,,,,
383930,디티앤씨알오,중견기업부,,,,,,
131180,딜리,벤처기업부,,,,,,
315640,딥노이드,기술성장기업부,,,,,,
900110,딥커머스,외국기업(소속부없음),,,,,,
317120,라닉스,기술성장기업부,,,,,,
462510,라메디텍,기술성장기업부,,,,,,
232680,라온로보틱스,기술성장기업부,,,,,,
042510,라온시큐어,벤처기업부,,,,,,
418420,라온텍,기술성장기업부,,,,,,
300120,라온피플,벤처기업부,,,,,,
171120,라이온켐텍,우량기업부,,,,,,
388790,라이콤,벤처기업부,,,,,,
214260,라파스,기술성장기업부,,,,,,
403360,라피치,일반기업부,,,,,,
171010,램테크놀러지,벤처기업부,,,,,,
084650,랩지노믹스,중견기업부,,,,,,
217500,러셀,벤처기업부,,,,,,
092590,럭스피아,일반기업부,,,,,,
266170,레드우즈,일반기업부,,,,,,
038390,레드캡투어,우량기업부,,,,,,
387690,레메디,기술성장기업부,,,,,,
294140,레몬,관리종목(소속부없음),,,,,,
365660,레몬헬스케어,기술성장기업부,,,,,,
443250,레뷰코퍼레이션,벤처기업부,,,,,,
228670,레이,벤처기업부,,,,,,
228850,레이언스,우량기업부,,,,,,
412350,레이저쎌,기술성장기업부,,,,,,
199550,레이저옵텍,벤처기업부,,,,,,
281740,레이크머티리얼즈,우량기업부,,,,,,
277810,레인보우로보틱스,기술성장기업부,,,,,,
215100,로보로보,벤처기업부,,,,,,
090360,로보스타,중견기업부,,,,,,
108490,로보티즈,기술성장기업부,,,,,,
900260,로스웰,외국기업(소속부없음),,,,,,
033290,로젠,우량기업부,,,,,,
223220,로지스몬,일반기업부,,,,,,
067730,로지시스,중견기업부,,,,,,
071280,로체시스템즈,우량기업부,,,,,,
376900,로킷헬스케어,기술성장기업부,,,,,,
214610,롤링스톤,관리종목(소속부없음),,,,,,
032350,롯데관광개발,,,,,,,
089860,롯데렌탈,,,,,,,
330590,롯데리츠,,,,,,,
000400,롯데손해보험,,,,,,,
023530,롯데쇼핑,,,,,,,
020150,롯데에너지머티리얼즈,,,,,,,
280360,롯데웰푸드,,,,,,,
286940,롯데이노베이트,,,,,,,
004000,롯데정밀화학,,,,,,,
004990,롯데지주,,,,,,,
00499K,롯데지주우,,,,,,,
005300,롯데칠성,,,,,,,
005305,롯데칠성우,,,,,,,
011170,롯데케미칼,,,,,,,
071840,롯데하이마트,,,,,,,
328130,루닛,기술성장기업부,,,,,,
038060,루멘스,중견기업부,,,,,,
474170,루미르,기술성장기업부,,,,,,
162120,루켄테크놀러지스,일반기업부,,,,,,
195990,루트K,관리종목(소속부없음),,,,,,
253610,루트락,일반기업부,,,,,,
141080,리가켐바이오,기술성장기업부,,,,,,
058470,리노공업,우량기업부,,,,,,
016100,리더스코스메틱,중견기업부,,,,,,
012700,리드코프,우량기업부,,,,,,
302550,리메드,기술성장기업부,,,,,,
491000,리브스메드,기술성장기업부,,,,,,
394420,리센스메디컬,기술성장기업부,,,,,,
073570,리튬포어스,관리종목(소속부없음),,,,,,
377450,리파인,우량기업부,,,,,,
277070,린드먼아시아,중견기업부,,,,,,
042500,링네트,우량기업부,,,,,,
193250,링크드,중견기업부,,,,,,
474650,링크솔루션,기술성장기업부,,,,,,
219420,링크제니시스,기술성장기업부,,,,,,
439090,마녀공장,우량기업부,,,,,,
027740,마니커,,,,,,,
195500,마니커에프앤지,중견기업부,,,,,,
357430,마스턴프리미어리츠,,,,,,,
377480,마음AI,기술성장기업부,,,,,,
305090,마이크로디지탈,기술성장기업부,,,,,,
448780,마이크로엔엑스,일반기업부,,,,,,
098120,마이크로컨텍솔,우량기업부,,,,,,
424980,마이크로투나노,기술성장기업부,,,,,,
038290,마크로젠,중견기업부,,,,,,
477850,마키나락스,기술성장기업부,,,,,,
001080,만호제강,,,,,,,
0039P0,매드업,기술성장기업부,,,,,,
267980,매일유업,우량기업부,,,,,,
005990,매일홀딩스,우량기업부,,,,,,
093520,매커스,우량기업부,,,,,,
088980,맥쿼리인프라,,,,,,,
094800,맵스리얼티,,,,,,,
179720,머니무브,일반기업부,,,,,,
100590,머큐리,중견기업부,,,,,,
067280,멀티캠퍼스,우량기업부,,,,,,
072870,메가스터디,우량기업부,,,,,,
215200,메가스터디교육,우량기업부,,,,,,
133750,메가엠디,중견기업부,,,,,,
446540,메가터치,중견기업부,,,,,,
235980,메드팩토,기술성장기업부,,,,,,
200580,메디쎄이,일반기업부,,,,,,
041920,메디아나,우량기업부,,,,,,
233250,메디안디노스틱,일반기업부,,,,,,
014100,메디앙스,중견기업부,,,,,,
236340,메디젠휴먼케어,일반기업부,,,,,,
054180,메디콕스,관리종목(소속부없음),,,,,,
086900,메디톡스,우량기업부,,,,,,
078160,메디포스트,벤처기업부,,,,,,
138040,메리츠금융지주,,,,,,,
0088D0,메리츠제1호스팩,SPAC(소속부없음),,,,,,
0165X0,메리츠제2호스팩,SPAC(소속부없음),,,,,,
408920,메쎄이상,우량기업부,,,,,,
021880,메이슨캐피탈,중견기업부,,,,,,
0088M0,메쥬,기술성장기업부,,,,,,
140410,메지온,투자주의환기종목(소속부없음),,,,,,
241770,메카로,우량기업부,,,,,,
090370,메타랩스,,,,,,,
059210,메타바이오메드,우량기업부,,,,,,
118000,메타케어,,,,,,,
058110,멕아이씨에스,기술성장기업부,,,,,,
072770,멤레이비티,중견기업부,,,,,,
017180,명문제약,,,,,,,
009900,명신산업,,,,,,,
317450,명인제약,,,,,,,
012690,모나리자,,,,,,,
005360,모나미,,,,,,,
070960,모나용평,,,,,,,
434480,모니터랩,기술성장기업부,,,,,,
080420,모다이노칩,중견기업부,,,,,,
417970,모델솔루션,우량기업부,,,,,,
080160,모두투어,우량기업부,,,,,,
087260,모바일어플라이언스,벤처기업부,,,,,,
101330,모베이스,중견기업부,,,,,,
012860,모베이스전자,우량기업부,,,,,,
363260,모비데이즈,벤처기업부,,,,,,
348030,모비릭스,중견기업부,,,,,,
250060,모비스,기술성장기업부,,,,,,
288980,모아데이타,기술성장기업부,,,,,,
142760,모아라이프플러스,기술성장기업부,,,,,,
033200,모아텍,투자주의환기종목(소속부없음),,,,,,
009680,모토닉,,,,,,,
118990,모트렉스,우량기업부,,,,,,
463480,모티브링크,중견기업부,,,,,,
006920,모헨즈,중견기업부,,,,,,
009580,무림P&P,,,,,,,
001810,무림SP,중견기업부,,,,,,
009200,무림페이퍼,,,,,,,
322970,무진메디,일반기업부,,,,,,
033920,무학,,,,,,,
008420,문배철강,,,,,,,
279600,미디어젠,벤처기업부,,,,,,
095500,미래나노텍,우량기업부,,,,,,
254490,미래반도체,우량기업부,,,,,,
025560,미래산업,,,,,,,
218150,미래생명자원,벤처기업부,,,,,,
007120,미래아이앤지,,,,,,,
396690,미래에셋글로벌리츠,,,,,,,
357250,미래에셋맵스리츠,,,,,,,
100790,미래에셋벤처투자,우량기업부,,,,,,
0097F0,미래에셋비전스팩10호,SPAC(소속부없음),,,,,,
0099W0,미래에셋비전스팩11호,SPAC(소속부없음),,,,,,
477380,미래에셋비전스팩4호,SPAC(소속부없음),,,,,,
477470,미래에셋비전스팩5호,SPAC(소속부없음),,,,,,
478440,미래에셋비전스팩6호,SPAC(소속부없음),,,,,,
482680,미래에셋비전스팩7호,SPAC(소속부없음),,,,,,
0093G0,미래에셋비전스팩8호,SPAC(소속부없음),,,,,,
0096D0,미래에셋비전스팩9호,SPAC(소속부없음),,,,,,
085620,미래에셋생명,,,,,,,
006800,미래에셋증권,,,,,,,
00680K,미래에셋증권2우B,,,,,,,
006805,미래에셋증권우,,,,,,,
208890,미래엔에듀파트너,일반기업부,,,,,,
049950,미래컴퍼니,중견기업부,,,,,,
207760,미스터블루,중견기업부,,,,,,
081660,미스토홀딩스,,,,,,,
002840,미원상사,,,,,,,
268280,미원에스씨,,,,,,,
107590,미원홀딩스,,,,,,,
134380,미원화학,,,,,,,
351020,미쥬,일반기업부,,,,,,
003650,미창석유,,,,,,,
059090,미코,벤처기업부,,,,,,
201490,미투온,중견기업부,,,,,,
475460,미트박스,벤처기업부,,,,,,
452200,민테크,기술성장기업부,,,,,,
206640,바디텍메드,우량기업부,,,,,,
035620,바른손이앤에이,관리종목(소속부없음),,,,,,
354390,바스칸바이오제약,일반기업부,,,,,,
053030,바이넥스,중견기업부,,,,,,
301300,바이브컴퍼니,기술성장기업부,,,,,,
377740,바이오노트,,,,,,,
064550,바이오니아,중견기업부,,,,,,
314930,바이오다인,기술성장기업부,,,,,,
489460,바이오비쥬,벤처기업부,,,,,,
086820,바이오솔루션,기술성장기업부,,,,,,
038460,바이오스마트,우량기업부,,,,,,
251120,바이오에프디엔씨,기술성장기업부,,,,,,
199730,바이오인프라,관리종목(소속부없음),,,,,,
266470,바이오인프라생명과학,일반기업부,,,,,,
289170,바이오텐,일반기업부,,,,,,
086040,바이오톡스텍,벤처기업부,,,,,,
188040,바이오포트,벤처기업부,,,,,,
199290,바이오프로테크,일반기업부,,,,,,
099430,바이오플러스,우량기업부,,,,,,
308080,바이젠셀,기술성장기업부,,,,,,
043150,바텍,우량기업부,,,,,,
323990,박셀바이오,기술성장기업부,,,,,,
003610,방림,,,,,,,
267790,배럴,중견기업부,,,,,,
046310,백금T&A,우량기업부,,,,,,
035150,백산,,,,,,,
331520,밸로프,중견기업부,,,,,,
199480,뱅크웨어글로벌,기술성장기업부,,,,,,
438700,버넥트,기술성장기업부,,,,,,
066410,버킷스튜디오,투자주의환기종목(소속부없음),,,,,,
002410,범양건영,,,,,,,
382900,범한퓨얼셀,벤처기업부,,,,,,
206400,베노티앤알,중견기업부,,,,,,
019010,베뉴지,중견기업부,,,,,,
177350,베셀,투자주의환기종목(소속부없음),,,,,,
457600,벡트,벤처기업부,,,,,,
424760,벨로크,벤처기업부,,,,,,
007210,벽산,,,,,,,
250000,보라티알,우량기업부,,,,,,
002760,보락,,,,,,,
003850,보령,,,,,,,
310210,보로노이,기술성장기업부,,,,,,
006910,보성파워텍,우량기업부,,,,,,
0010F0,보원케미칼,벤처기업부,,,,,,
000890,보해양조,,,,,,,
226340,본느,중견기업부,,,,,,
496320,본시스템즈,일반기업부,,,,,,
206950,볼빅,일반기업부,,,,,,
003000,부광약품,,,,,,,
001270,부국증권,,,,,,,
001275,부국증권우,,,,,,,
026940,부국철강,,,,,,,
014470,부방,벤처기업부,,,,,,
011390,부산산업,,,,,,,
005030,부산주공,,,,,,,
008470,부스타,벤처기업부,,,,,,
338220,뷰노,기술성장기업부,,,,,,
100120,뷰웍스,우량기업부,,,,,,
406820,뷰티스킨,벤처기업부,,,,,,
099390,브레인즈컴퍼니,벤처기업부,,,,,,
064480,브리지텍,벤처기업부,,,,,,
365900,브이씨,벤처기업부,,,,,,
089970,브이엠,우량기업부,,,,,,
251630,브이원텍,벤처기업부,,,,,,
018290,브이티,우량기업부,,,,,,
478560,블랙야크아이앤씨,벤처기업부,,,,,,
006740,블루산업개발,,,,,,,
439580,블루엠텍,기술성장기업부,,,,,,
033560,블루콤,중견기업부,,,,,,
191600,블루탑,일반기업부,,,,,,
369370,블리츠웨이엔터테인먼트,벤처기업부,,,,,,
126340,비나텍,벤처기업부,,,,,,
121800,비덴트,관리종목(소속부없음),,,,,,
082800,비보존 제약,중견기업부,,,,,,
318410,비비씨,중견기업부,,,,,,
002070,비비안,,,,,,,
100220,비상교육,,,,,,,
419540,비스토스,벤처기업부,,,,,,
146320,비씨엔씨,벤처기업부,,,,,,
200780,비씨월드제약,중견기업부,,,,,,
413640,비아이매트릭스,벤처기업부,,,,,,
141000,비아트론,벤처기업부,,,,,,
090460,비에이치,,,,,,,
083650,비에이치아이,우량기업부,,,,,,
0068Y0,비엔케이제3호스팩,SPAC(소속부없음),,,,,,
065170,비엘팜텍,투자주의환기종목(소속부없음),,,,,,
086670,비엠티,우량기업부,,,,,,
488900,비츠로넥스텍,기술성장기업부,,,,,,
082920,비츠로셀,우량기업부,,,,,,
054220,비츠로시스,벤처기업부,,,,,,
042370,비츠로테크,우량기업부,,,,,,
050090,비케이홀딩스,관리종목(소속부없음),,,,,,
148780,비큐AI,기술성장기업부,,,,,,
307870,비투엔,벤처기업부,,,,,,
377030,비트맥스,관리종목(소속부없음),,,,,,
032850,비트컴퓨터,벤처기업부,,,,,,
049470,비트플래닛,중견기업부,,,,,,
238200,비피도,벤처기업부,,,,,,
093190,빅솔론,우량기업부,,,,,,
065450,빅텍,벤처기업부,,,,,,
044480,빌리언스,중견기업부,,,,,,
005180,빙그레,,,,,,,
069540,빛과전자,벤처기업부,,,,,,
072950,빛샘전자,벤처기업부,,,,,,
451250,삐아,벤처기업부,,,,,,
143240,사람인,우량기업부,,,,,,
466410,사이냅소프트,벤처기업부,,,,,,
003960,사조대림,,,,,,,
008040,사조동아원,,,,,,,
007160,사조산업,,,,,,,
014710,사조씨푸드,,,,,,,
006090,사조오양,,,,,,,
223310,사토시홀딩스,중견기업부,,,,,,
452430,사피엔반도체,기술성장기업부,,,,,,
419120,산돌,중견기업부,,,,,,
062040,산일전기,,,,,,,
122350,삼기,중견기업부,,,,,,
419050,삼기에너지솔루션즈,중견기업부,,,,,,
014970,삼륭물산,중견기업부,,,,,,
005610,삼립,,,,,,,
018310,삼목에스폼,우량기업부,,,,,,
012210,삼미금속,중견기업부,,,,,,
053700,삼보모터스,우량기업부,,,,,,
009620,삼보산업,투자주의환기종목(소속부없음),,,,,,
023600,삼보판지,우량기업부,,,,,,
001470,삼부토건,,,,,,,
028050,삼성E&A,,,,,,,
448730,삼성FN리츠,,,,,,,
006400,삼성SDI,,,,,,,
006405,삼성SDI우,,,,,,,
006660,삼성공조,,,,,,,
028260,삼성물산,,,,,,,
02826K,삼성물산우B,,,,,,,
207940,삼성바이오로직스,,,,,,,
032830,삼성생명,,,,,,,
0044K0,삼성스팩10호,SPAC(소속부없음),,,,,,
0071M0,삼성스팩11호,SPAC(소속부없음),,,,,,
0096B0,삼성스팩12호,SPAC(소속부없음),,,,,,
0115H0,삼성스팩13호,SPAC(소속부없음),,,,,,
018260,삼성에스디에스,,,,,,,
0126Z0,삼성에피스홀딩스,,,,,,,
009150,삼성전기,,,,,,,
009155,삼성전기우,,,,,,,
005930,삼성전자,,,,,,,
005935,삼성전자우,,,,,,,
001360,삼성제약,,,,,,,
010140,삼성중공업,,,,,,,
016360,삼성증권,,,,,,,
068290,삼성출판사,,,,,,,
029780,삼성카드,,,,,,,
000810,삼성화재,,,,,,,
000815,삼성화재우,,,,,,,
006110,삼아알미늄,,,,,,,
009300,삼아제약,우량기업부,,,,,,
0120G0,삼양바이오팜,,,,,,,
145990,삼양사,,,,,,,
145995,삼양사우,,,,,,,
003230,삼양식품,,,,,,,
482630,삼양엔씨켐,중견기업부,,,,,,
484590,삼양컴텍,벤처기업부,,,,,,
036670,삼양케이씨아이,우량기업부,,,,,,
272550,삼양패키징,,,,,,,
000070,삼양홀딩스,,,,,,,
003720,삼영,,,,,,,
002810,삼영무역,,,,,,,
361670,삼영에스앤씨,기술성장기업부,,,,,,
054540,삼영엠텍,우량기업부,,,,,,
065570,삼영이엔씨,관리종목(소속부없음),,,,,,
005680,삼영전자,,,,,,,
023000,삼원강재,,,,,,,
004380,삼익THK,,,,,,,
002450,삼익악기,,,,,,,
014950,삼익제약,벤처기업부,,,,,,
032280,삼일,중견기업부,,,,,,
002290,삼일기업공사,우량기업부,,,,,,
004440,삼일씨엔에스,,,,,,,
000520,삼일제약,,,,,,,
009770,삼정펄프,,,,,,,
037460,삼지전자,우량기업부,,,,,,
032750,삼진,우량기업부,,,,,,
0013V0,삼진식품,중견기업부,,,,,,
054090,삼진엘앤디,중견기업부,,,,,,
005500,삼진제약,,,,,,,
000250,삼천당제약,중견기업부,,,,,,
004690,삼천리,,,,,,,
024950,삼천리자전거,중견기업부,,,,,,
038500,삼표시멘트,우량기업부,,,,,,
437730,삼현,기술성장기업부,,,,,,
017480,삼현철강,우량기업부,,,,,,
010960,삼호개발,,,,,,,
046390,삼화네트웍스,중견기업부,,,,,,
004450,삼화왕관,,,,,,,
009470,삼화전기,,,,,,,
011230,삼화전자,,,,,,,
001820,삼화콘덴서,,,,,,,
027580,상보,중견기업부,,,,,,
038540,상상인,중견기업부,,,,,,
001290,상상인증권,,,,,,,
041650,상신브레이크,,,,,,,
091580,상신이디피,우량기업부,,,,,,
263810,상신전자,중견기업부,,,,,,
089980,상아프론테크,우량기업부,,,,,,
042940,상지건설,중견기업부,,,,,,
042600,새로닉스,중견기업부,,,,,,
075180,새론오토모티브,,,,,,,
107600,새빗켐,벤처기업부,,,,,,
411080,샌즈랩,기술성장기업부,,,,,,
252990,샘씨엔에스,우량기업부,,,,,,
007540,샘표,,,,,,,
248170,샘표식품,,,,,,,
378800,샤페론,기술성장기업부,,,,,,
294630,서남,기술성장기업부,,,,,,
038070,서린바이오,중견기업부,,,,,,
006730,서부T&D,우량기업부,,,,,,
079650,서산,중견기업부,,,,,,
100660,서암기계공업,중견기업부,,,,,,
007860,서연,,,,,,,
200880,서연이화,,,,,,,
019770,서연탑메탈,우량기업부,,,,,,
017390,서울가스,,,,,,,
092190,서울바이오시스,투자주의환기종목(소속부없음),,,,,,
046890,서울반도체,중견기업부,,,,,,
031210,서울보증보험,,,,,,,
004410,서울식품,,,,,,,
004415,서울식품우,,,,,,,
063170,서울옥션,중견기업부,,,,,,
027040,서울전자통신,중견기업부,,,,,,
018680,서울제약,벤처기업부,,,,,,
036120,서울평가정보,중견기업부,,,,,,
021050,서원,,,,,,,
093920,서원인텍,우량기업부,,,,,,
189860,서전기전,벤처기업부,,,,,,
178320,서진시스템,중견기업부,,,,,,
122690,서진오토모티브,중견기업부,,,,,,
140070,서플러스글로벌,벤처기업부,,,,,,
011370,서한,우량기업부,,,,,,
065710,서호전기,우량기업부,,,,,,
008490,서흥,,,,,,,
035890,서희건설,중견기업부,,,,,,
357550,석경에이티,기술성장기업부,,,,,,
003100,선광,우량기업부,,,,,,
007610,선도전기,,,,,,,
067370,선바이오,기술성장기업부,,,,,,
171090,선익시스템,우량기업부,,,,,,
136490,선진,,,,,,,
086710,선진뷰티사이언스,우량기업부,,,,,,
014620,성광벤드,우량기업부,,,,,,
037350,성도이엔지,우량기업부,,,,,,
014910,성문전자,,,,,,,
014915,성문전자우,,,,,,,
004980,성신양회,,,,,,,
004985,성신양회우,,,,,,,
458650,성우,벤처기업부,,,,,,
081580,성우전자,중견기업부,,,,,,
045300,성우테크론,중견기업부,,,,,,
015750,성우하이텍,우량기업부,,,,,,
340930,성원에너텍,관리종목(소속부없음),,,,,,
365340,성일하이텍,기술성장기업부,,,,,,
000180,성창기업지주,,,,,,,
080470,성창오토텍,벤처기업부,,,,,,
043260,성호전자,우량기업부,,,,,,
148150,세경하이테크,우량기업부,,,,,,
002420,세기상사,,,,,,,
061090,세나테크놀로지,중견기업부,,,,,,
188260,세니젠,투자주의환기종목(소속부없음),,,,,,
053060,세동,중견기업부,,,,,,
340440,세림B&G,벤처기업부,,,,,,
017510,세명전기,벤처기업부,,,,,,
0017J0,세미티에스,벤처기업부,,,,,,
490470,세미파이브,기술성장기업부,,,,,,
004360,세방,,,,,,,
004365,세방우,,,,,,,
004490,세방전지,,,,,,,
011560,세보엠이씨,우량기업부,,,,,,
267080,세븐브로이맥주,일반기업부,,,,,,
396300,세아메카닉스,우량기업부,,,,,,
001430,세아베스틸지주,,,,,,,
306200,세아제강,,,,,,,
003030,세아제강지주,,,,,,,
058650,세아홀딩스,,,,,,,
013000,세우글로벌,,,,,,,
100700,세운메디칼,우량기업부,,,,,,
024830,세원물산,중견기업부,,,,,,
021820,세원정공,,,,,,,
067830,세이브존I&C,,,,,,,
258830,세종메디칼,관리종목(소속부없음),,,,,,
036630,세종텔레콤,우량기업부,,,,,,
039310,세중,중견기업부,,,,,,
075580,세진중공업,,,,,,,
067770,세진티에스,관리종목(소속부없음),,,,,,
053450,세코닉스,우량기업부,,,,,,
252500,세화피앤씨,중견기업부,,,,,,
321370,센서뷰,기술성장기업부,,,,,,
347000,센코,기술성장기업부,,,,,,
331920,셀레믹스,기술성장기업부,,,,,,
352770,셀레스트라,관리종목(소속부없음),,,,,,
471820,셀로맥스사이언스,벤처기업부,,,,,,
049180,셀루메드,투자주의환기종목(소속부없음),,,,,,
299660,셀리드,기술성장기업부,,,,,,
108860,셀바스AI,벤처기업부,,,,,,
208370,셀바스헬스케어,벤처기업부,,,,,,
318160,셀바이오휴먼텍,벤처기업부,,,,,,
308430,셀비온,기술성장기업부,,,,,,
068270,셀트리온,,,,,,,
068760,셀트리온제약,우량기업부,,,,,,
068940,셀피글로벌,관리종목(소속부없음),,,,,,
007720,소노스퀘어,중견기업부,,,,,,
950200,소마젠,외국기업(소속부없음),,,,,,
032680,소프트센,중견기업부,,,,,,
032685,소프트센우,중견기업부,,,,,,
258790,소프트캠프,벤처기업부,,,,,,
066910,손오공,중견기업부,,,,,,
215090,솔디펜스,벤처기업부,,,,,,
238500,솔루믹스,일반기업부,,,,,,
336370,솔루스첨단소재,,,,,,,
33637K,솔루스첨단소재1우,,,,,,,
33637L,솔루스첨단소재2우B,,,,,,,
248070,솔루엠,,,,,,,
035610,솔본,투자주의환기종목(소속부없음),,,,,,
357780,솔브레인,우량기업부,,,,,,
036830,솔브레인홀딩스,우량기업부,,,,,,
304100,솔트룩스,기술성장기업부,,,,,,
328380,솔트웨어,벤처기업부,,,,,,
0203K0,송우인포텍,일반기업부,,,,,,
004430,송원산업,,,,,,,
086980,쇼박스,중견기업부,,,,,,
017550,수산세보틱스,,,,,,,
050960,수산아이앤티,벤처기업부,,,,,,
126720,수산인더스트리,,,,,,,
084180,수성웹툰,관리종목(소속부없음),,,,,,
253840,수젠텍,중견기업부,,,,,,
185190,수프로,일반기업부,,,,,,
298830,슈어소프트테크,우량기업부,,,,,,
236200,슈프리마,우량기업부,,,,,,
094840,슈프리마에이치큐,벤처기업부,,,,,,
192440,슈피겐코리아,우량기업부,,,,,,
424960,스마트레이더시스템,기술성장기업부,,,,,,
099440,스맥,중견기업부,,,,,,
066590,스모트로닉,중견기업부,,,,,,
053210,스카이라이프,,,,,,,
276040,스코넥,관리종목(소속부없음),,,,,,
115570,스타플렉스,중견기업부,,,,,,
330730,스톤브릿지벤처스,벤처기업부,,,,,,
352090,스톰테크,우량기업부,,,,,,
253450,스튜디오드래곤,우량기업부,,,,,,
408900,스튜디오미르,중견기업부,,,,,,
415380,스튜디오삼익,중견기업부,,,,,,
475040,스트라드비젼,기술성장기업부,,,,,,
026890,스틱인베스트먼트,,,,,,,
013810,스페코,중견기업부,,,,,,
347700,스피어,기술성장기업부,,,,,,
049830,승일,중견기업부,,,,,,
020710,시공테크,우량기업부,,,,,,
033170,시그네틱스,중견기업부,,,,,,
048870,시너지이노베이션,중견기업부,,,,,,
025320,시노펙스,우량기업부,,,,,,
134790,시디즈,,,,,,,
340810,시선AI,기술성장기업부,,,,,,
269620,시스웍,관리종목(소속부없음),,,,,,
056090,시지메드텍,벤처기업부,,,,,,
429270,시지트로닉스,기술성장기업부,,,,,,
418250,시큐레터,관리종목(소속부없음),,,,,,
131090,시큐브,벤처기업부,,,,,,
462870,시프트업,,,,,,,
016590,신대양제지,,,,,,,
290520,신도기연,벤처기업부,,,,,,
029530,신도리코,,,,,,,
004970,신라교역,,,,,,,
001000,신라섬유,중견기업부,,,,,,
025870,신라에스지,관리종목(소속부없음),,,,,,
215600,신라젠,중견기업부,,,,,,
065350,신성델타테크,우량기업부,,,,,,
416180,신성에스티,벤처기업부,,,,,,
011930,신성이엔지,,,,,,,
004170,신세계,,,,,,,
035510,신세계 I&C,,,,,,,
031430,신세계인터내셔날,,,,,,,
031440,신세계푸드,,,,,,,
006880,신송홀딩스,,,,,,,
162300,신스틸,우량기업부,,,,,,
002800,신신제약,우량기업부,,,,,,
472220,신영스팩10호,관리종목(소속부없음),,,,,,
0091W0,신영스팩11호,SPAC(소속부없음),,,,,,
005800,신영와코루,,,,,,,
001720,신영증권,,,,,,,
009270,신원,,,,,,,
017000,신원종합개발,우량기업부,,,,,,
002700,신일전자,,,,,,,
012790,신일제약,우량기업부,,,,,,
138070,신진에스엠,중견기업부,,,,,,
226330,신테카바이오,기술성장기업부,,,,,,
002870,신풍,,,,,,,
019170,신풍제약,,,,,,,
019175,신풍제약우,,,,,,,
481850,신한글로벌액티브리츠,,,,,,,
404990,신한서부티엔디리츠,,,,,,,
293940,신한알파리츠,,,,,,,
474660,신한제12호스팩,SPAC(소속부없음),,,,,,
474930,신한제13호스팩,SPAC(소속부없음),,,,,,
487360,신한제14호스팩,SPAC(소속부없음),,,,,,
487830,신한제15호스팩,SPAC(소속부없음),,,,,,
496070,신한제16호스팩,SPAC(소속부없음),,,,,,
0130D0,신한제17호스팩,SPAC(소속부없음),,,,,,
0129K0,신한제18호스팩,SPAC(소속부없음),,,,,,
055550,신한지주,,,,,,,
056700,신화인터텍,중견기업부,,,,,,
187270,신화콘텍,벤처기업부,,,,,,
095190,신화프리텍,중견기업부,,,,,,
004080,신흥,,,,,,,
243840,신흥에스이씨,우량기업부,,,,,,
257720,실리콘투,우량기업부,,,,,,
222800,심텍,중견기업부,,,,,,
036710,심텍홀딩스,중견기업부,,,,,,
444530,심플랫폼,기술성장기업부,,,,,,
234030,싸이닉솔루션,중견기업부,,,,,,
160980,싸이맥스,우량기업부,,,,,,
356890,싸이버원,벤처기업부,,,,,,
217330,싸이토젠,기술성장기업부,,,,,,
004770,써니전자,,,,,,,
217320,썬테크,일반기업부,,,,,,
208640,썸에이지,관리종목(소속부없음),,,,,,
222420,쎄노텍,벤처기업부,,,,,,
037760,쎄니트,중견기업부,,,,,,
081180,쎄크,기술성장기업부,,,,,,
099320,쎄트렉아이,우량기업부,,,,,,
049960,쎌바이오텍,벤처기업부,,,,,,
088280,쏘닉스,기술성장기업부,,,,,,
403550,쏘카,,,,,,,
